"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"793035639814025218","https://twitter.com/NGOnewsTW/status/793035639814025218","[環資訊息]解秋冬紫爆不缺電  環署放寬天然氣發電限制 https://t.co/34Vf8tpFUR","2016-10-31 10:23 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"793003188714610688","https://twitter.com/NGOnewsTW/status/793003188714610688","[酷兒權益訊息]【發言稿】20161029台灣同志遊行酷兒盟主舞台發言 https://t.co/r9fYcam2PG","2016-10-31 08:14 +0000","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792924850834796544","https://twitter.com/NGOnewsTW/status/792924850834796544","[民主書院訊息]反砍7天假 勞團現身同志遊行怒嗆民進黨 https://t.co/olkICptYsS","2016-10-31 03:03 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792922333505789954","https://twitter.com/NGOnewsTW/status/792922333505789954","[民主書院訊息]開會辯論一例一休 柯建銘：在野黨請言行一致 https://t.co/gOcNxzh3oA","2016-10-31 02:53 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792922331073114112","https://twitter.com/NGOnewsTW/status/792922331073114112","[民主書院訊息]民調：逾8成民眾認為中國要正視台灣的存在 https://t.co/llVRbIgwXS","2016-10-31 02:53 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792922326153175040","https://twitter.com/NGOnewsTW/status/792922326153175040","[民主書院訊息]稱洪只談和平政綱 蔡正元：馬辦放假消息？ https://t.co/oUBdr65mcf","2016-10-31 02:53 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792919847596355584","https://twitter.com/NGOnewsTW/status/792919847596355584","[民主書院訊息]主張“中華民國”為正統的藍營文史工作者向“洪習會”建言 https://t.co/rn6t2kW3kp","2016-10-31 02:43 +0000","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792919845872476160","https://twitter.com/NGOnewsTW/status/792919845872476160","[民主書院訊息]國際特赦促中國當局釋放遭拘押公民記者 https://t.co/n117ElboHA","2016-10-31 02:43 +0000","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792919844249362433","https://twitter.com/NGOnewsTW/status/792919844249362433","[民主書院訊息]中共官員：否認反腐是針對政敵 https://t.co/jZGN7OSKRf","2016-10-31 02:43 +0000","0.0","0.0","NaN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"792919841749557248","https://twitter.com/NGOnewsTW/status/792919841749557248","[民主書院訊息]獨派大老批蔡英文 兩岸“維持現狀”不對 https://t.co/IWSrnJYcky","2016-10-31 02:43 +0000","0.0","0.0","NaN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
