"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"903338674846404608","https://twitter.com/NGOnewsTW/status/903338674846404608","[彰化環盟]20170831彰化縣國土計畫先期研究規劃案地方說明會 https://t.co/vTChWHhplY","2017-08-31 19:28 +0000","295.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"903338671604191232","https://twitter.com/NGOnewsTW/status/903338671604191232","[彰化環盟]20170830瀕危物種保育策略座談會 https://t.co/Xr9UwgfTaW","2017-08-31 19:28 +0000","289.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"903338668403957761","https://twitter.com/NGOnewsTW/status/903338668403957761","[彰化環盟]20170828彰化縣大城鄉監測說明會 https://t.co/UsKEcgKEVy","2017-08-31 19:28 +0000","291.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"903144676579983361","https://twitter.com/NGOnewsTW/status/903144676579983361","NGO 推進器第三期電子報出刊了，昨天是本推特帳號誔生滿一週年，故本期電子報回顧了關於社交平台與NPO/NGO 的資訊。
https://t.co/5DapMCD7gd","2017-08-31 06:37 +0000","172.0","1.0","0.005813953488372093","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"903018481888702464","https://twitter.com/NGOnewsTW/status/903018481888702464","[酷兒權益訊息]失序與不正常的是社會還病人？ https://t.co/K5EfNRmx5o","2017-08-30 22:15 +0000","136.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902993930010189824","https://twitter.com/NGOnewsTW/status/902993930010189824","[同志熱線訊息]2017/09/02（六）[好家在]聊天．小聚 https://t.co/tPJQqztsmj","2017-08-30 20:38 +0000","301.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902811556089655297","https://twitter.com/NGOnewsTW/status/902811556089655297","[同志熱線訊息][非典型親密關係工作團隊] 我們需要你加入！ https://t.co/I1nWuKEyXn","2017-08-30 08:33 +0000","85.0","1.0","0.011764705882352941","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902796193268412417","https://twitter.com/NGOnewsTW/status/902796193268412417","Zhi Shan just uploaded a video https://t.co/vctbN35Y9L","2017-08-30 07:32 +0000","43.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902793104910057473","https://twitter.com/NGOnewsTW/status/902793104910057473","[台灣基地]【公告】9月好窩活動包 https://t.co/6LEt4GfJeX #LGBITaiwan","2017-08-30 07:20 +0000","87.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"902793100443222016","https://twitter.com/NGOnewsTW/status/902793100443222016","[台灣基地]【公告】9月基地活動包 https://t.co/6cve5d3RAG #LGBITaiwan","2017-08-30 07:20 +0000","36.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
