"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1134514978621464578","https://twitter.com/NGOnewsTW/status/1134514978621464578","[親子共學訊息]風與食物的故事 https://t.co/x9jTB4wM8U","2019-05-31 17:40 +0000","216.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134477972264632326","https://twitter.com/NGOnewsTW/status/1134477972264632326","[公民行動資料庫]【聲明】針對教育部《性別平等教育法施行細則》第十三條修正交付審查 https://t.co/VQByZ1QcHD","2019-05-31 15:13 +0000","265.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134433711234138112","https://twitter.com/NGOnewsTW/status/1134433711234138112","[台權會]監所管理員工時與勤務法制化座談會 https://t.co/GMFlwHqQAr","2019-05-31 12:17 +0000","190.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134430094330650625","https://twitter.com/NGOnewsTW/status/1134430094330650625","[公民行動資料庫]終點還在遠方｜公庫電子報第143期 https://t.co/qfFg6lHGgq","2019-05-31 12:03 +0000","225.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134421288204869632","https://twitter.com/NGOnewsTW/status/1134421288204869632","New video by 法律扶助基金會: 法扶微電影～生命轉彎的地方 https://t.co/gQ4uDs1tRJ","2019-05-31 11:28 +0000","224.0","1.0","0.004464285714285714","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134415009738571776","https://twitter.com/NGOnewsTW/status/1134415009738571776","[環資訊息]火攻、水淹、殺蟲劑甚至灌水泥  莫非是都市蜜蜂的日常？ https://t.co/WvUyjRlbxb","2019-05-31 11:03 +0000","1183.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134401196716896256","https://twitter.com/NGOnewsTW/status/1134401196716896256","[高教工會訊息]高教工會南榮分部成立！ 教職員生團結共進，捍衛高教正常環境 https://t.co/qKjD9wNZ2o","2019-05-31 10:08 +0000","240.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134397419502866434","https://twitter.com/NGOnewsTW/status/1134397419502866434","[環資訊息]部落「諮商同意權」即將投票  知本光電爭議總整理 https://t.co/oxJ52QLGMh","2019-05-31 09:53 +0000","209.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134396163459825664","https://twitter.com/NGOnewsTW/status/1134396163459825664","[綠色公民行動聯盟推文] https://t.co/bWwBFi4deq","2019-05-31 09:48 +0000","260.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134392871908495360","https://twitter.com/NGOnewsTW/status/1134392871908495360","[台灣民間真相與和解促進會]利比亞人權組織與美國參議員合作轉型正義法案（轉型正義週訊 No.434） https://t.co/geK2nzmRTJ #TransitionalJustice","2019-05-31 09:35 +0000","620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1134386087688921088","https://twitter.com/NGOnewsTW/status/1134386087688921088","[環資訊息]25年學術調查  鄭明修：東沙生態維持住  可扮演海洋種原庫 https://t.co/KyM3KsJWVp","2019-05-31 09:08 +0000","222.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
